Time,rain_ERA5_4km,FAIRBANKS INTL AP,month
1990-03-07,0.001,0.025,Mar
1990-03-08,0.000,0.000,Mar
1990-03-09,0.001,0.000,Mar
1990-03-10,0.004,0.000,Mar
1990-03-11,0.000,0.000,Mar
1990-03-12,0.001,0.000,Mar
1990-03-13,0.000,0.000,Mar
1990-03-14,0.074,0.102,Mar
1990-03-15,0.004,0.025,Mar
1990-03-16,0.001,0.000,Mar
1990-03-17,0.069,0.127,Mar
1990-03-18,0.001,0.000,Mar
1990-03-19,0.000,0.000,Mar
1990-03-20,0.000,0.000,Mar
1990-03-21,0.000,0.000,Mar
1990-03-22,0.001,0.000,Mar
1990-03-23,0.003,0.000,Mar
1990-03-24,0.004,0.000,Mar
1990-03-25,0.002,0.000,Mar
1990-03-26,0.004,0.000,Mar
1990-03-27,0.020,0.000,Mar
1990-03-28,0.067,0.025,Mar
1990-03-29,0.052,0.025,Mar
1990-03-30,0.004,0.000,Mar
1990-03-31,0.003,0.000,Mar
1990-04-01,0.022,0.000,Apr
1990-04-02,0.001,0.000,Apr
1990-04-03,0.000,0.000,Apr
1990-04-04,0.092,0.000,Apr
1990-04-05,0.083,0.025,Apr
1990-04-06,0.001,0.000,Apr
1990-04-07,0.000,0.000,Apr
1990-04-08,0.000,0.000,Apr
1990-04-09,0.002,0.000,Apr
1990-04-10,0.009,0.000,Apr
1990-04-11,0.000,0.000,Apr
1990-04-12,0.001,0.000,Apr
1990-04-13,0.009,0.000,Apr
1990-04-14,0.006,0.000,Apr
1990-04-15,0.008,0.000,Apr
1990-04-16,0.003,0.000,Apr
1990-04-17,0.010,0.000,Apr
1990-04-18,0.008,0.025,Apr
1990-04-19,0.106,0.051,Apr
1990-04-20,0.004,0.000,Apr
1990-04-21,0.001,0.000,Apr
1990-04-22,0.000,0.000,Apr
1990-04-23,0.006,0.000,Apr
1990-04-24,0.003,0.000,Apr
1990-04-25,0.000,0.000,Apr
1990-04-26,0.046,0.127,Apr
1990-04-27,0.010,0.000,Apr
1990-04-28,0.024,0.025,Apr
1990-04-29,0.000,0.000,Apr
1990-04-30,0.039,0.025,Apr
1990-05-01,0.057,0.025,May
1990-05-02,0.000,0.000,May
1990-05-03,0.000,0.025,May
1990-05-04,0.008,0.025,May
1990-05-05,0.001,0.000,May
1990-05-06,0.000,0.000,May
1990-05-07,0.000,0.000,May
1990-05-08,0.013,0.000,May
1990-05-09,0.000,0.000,May
1990-05-10,0.001,0.000,May
1990-05-11,0.335,0.000,May
1990-05-12,0.000,0.076,May
1990-05-13,0.306,0.025,May
1990-05-14,0.058,0.025,May
1990-05-15,0.003,0.000,May
1990-05-16,0.000,0.000,May
1990-05-17,0.000,0.000,May
1990-05-18,0.000,0.000,May
1990-05-19,0.001,0.000,May
1990-05-20,0.262,0.102,May
1990-05-21,0.008,0.508,May
1990-05-22,0.000,0.000,May
1990-05-23,0.000,0.000,May
1990-05-24,0.007,0.000,May
1990-05-25,0.000,0.000,May
1990-05-26,0.000,0.000,May
1990-05-27,0.001,0.000,May
1990-05-28,0.000,0.000,May
1990-05-29,0.000,0.203,May
1990-05-30,0.000,0.102,May
1990-05-31,0.058,0.000,May
1990-06-01,0.944,0.305,Jun
1990-06-02,0.174,0.076,Jun
1990-06-03,0.000,0.000,Jun
1990-06-04,1.470,1.600,Jun
1990-06-05,0.011,0.152,Jun
1990-06-06,0.019,0.051,Jun
1990-06-07,0.001,0.000,Jun
1990-06-08,0.018,0.025,Jun
1990-06-09,0.099,0.000,Jun
1990-06-10,0.002,0.025,Jun
1990-06-11,0.191,0.025,Jun
1990-06-12,0.001,0.076,Jun
1990-06-13,0.043,0.127,Jun
1990-06-14,0.819,0.889,Jun
1990-06-15,0.245,0.508,Jun
1990-06-16,0.028,0.127,Jun
1990-06-17,0.061,0.051,Jun
1990-06-18,0.009,0.102,Jun
1990-06-19,0.057,0.025,Jun
1990-06-20,0.034,0.051,Jun
1990-06-21,0.041,0.076,Jun
1990-06-22,0.004,0.127,Jun
1990-06-23,0.584,0.051,Jun
1990-06-24,0.000,0.000,Jun
1990-06-25,0.000,0.000,Jun
1990-06-26,0.000,0.000,Jun
1990-06-27,0.000,0.000,Jun
1990-06-28,0.000,0.000,Jun
1990-06-29,0.000,0.000,Jun
1990-06-30,0.000,0.000,Jun
1990-07-01,0.001,0.051,Jul
1990-07-02,0.143,0.025,Jul
1990-07-03,0.137,0.025,Jul
1990-07-04,0.000,0.000,Jul
1990-07-05,0.000,0.000,Jul
1990-07-06,0.013,0.000,Jul
1990-07-07,1.570,3.023,Jul
1990-07-08,0.128,0.483,Jul
1990-07-09,0.166,0.127,Jul
1990-07-10,0.765,2.286,Jul
1990-07-11,0.678,3.150,Jul
1990-07-12,1.055,0.965,Jul
1990-07-13,0.001,0.076,Jul
1990-07-14,0.000,0.000,Jul
1990-07-15,0.000,0.000,Jul
1990-07-16,0.000,0.025,Jul
1990-07-17,0.000,0.000,Jul
1990-07-18,0.000,0.000,Jul
1990-07-19,0.000,0.000,Jul
1990-07-20,0.000,0.000,Jul
1990-07-21,0.000,0.000,Jul
1990-07-22,0.000,0.000,Jul
1990-07-23,0.003,0.000,Jul
1990-07-24,0.242,0.000,Jul
1990-07-25,0.434,1.219,Jul
1990-07-26,0.625,0.686,Jul
1990-07-27,0.059,0.000,Jul
1990-07-28,0.021,0.025,Jul
1990-07-29,0.004,0.178,Jul
1990-07-30,0.001,0.127,Jul
1990-07-31,0.008,0.000,Jul
1990-08-01,0.001,0.000,Aug
1990-08-02,0.000,0.000,Aug
1990-08-03,0.000,0.000,Aug
1990-08-04,0.144,0.914,Aug
1990-08-05,0.025,0.025,Aug
1990-08-06,0.308,0.025,Aug
1990-08-07,0.596,1.118,Aug
1990-08-08,0.088,0.000,Aug
1990-08-09,0.050,0.025,Aug
1990-08-10,0.002,0.025,Aug
1990-08-11,0.008,0.025,Aug
1990-08-12,0.000,0.000,Aug
1990-08-13,0.000,0.000,Aug
1990-08-14,0.005,0.000,Aug
1990-08-15,0.259,0.076,Aug
1990-08-16,0.000,0.000,Aug
1990-08-17,0.032,0.025,Aug
1990-08-18,0.048,0.025,Aug
1990-08-19,0.152,0.508,Aug
1990-08-20,0.041,0.051,Aug
1990-08-21,0.070,0.457,Aug
1990-08-22,0.000,0.000,Aug
1990-08-23,0.063,0.127,Aug
1990-08-24,0.010,0.025,Aug
1990-08-25,0.341,0.457,Aug
1990-08-26,1.285,3.505,Aug
1990-08-27,0.001,0.076,Aug
1990-08-28,0.109,0.483,Aug
1990-08-29,0.060,0.178,Aug
1990-08-30,0.043,0.127,Aug
1990-08-31,0.225,1.041,Aug
1990-09-01,0.054,0.000,Sep
1990-09-02,0.000,0.000,Sep
1990-09-03,0.142,0.178,Sep
1990-09-04,0.180,0.330,Sep
1990-09-05,0.636,1.422,Sep
1990-09-06,0.019,0.737,Sep
1990-09-07,0.056,0.025,Sep
1990-09-08,0.000,0.000,Sep
1990-09-09,0.001,0.051,Sep
1990-09-10,0.211,0.432,Sep
1990-09-11,0.000,0.000,Sep
1990-09-12,0.089,0.025,Sep
1990-09-13,0.049,0.051,Sep
1990-09-14,0.196,0.127,Sep
1990-09-15,0.019,0.025,Sep
1990-09-16,0.000,0.000,Sep
1990-09-17,0.014,0.000,Sep
1990-09-18,0.000,0.000,Sep
1990-09-19,0.002,0.025,Sep
1990-09-20,0.193,0.000,Sep
1990-09-21,0.010,0.000,Sep
1990-09-22,0.304,0.660,Sep
1990-09-23,0.046,0.025,Sep
1990-09-24,0.001,0.000,Sep
1990-09-25,0.000,0.025,Sep
1990-09-26,0.010,0.000,Sep
1990-09-27,0.016,0.000,Sep
1990-09-28,0.000,0.000,Sep
1990-09-29,0.057,0.051,Sep
1990-09-30,0.037,0.356,Sep
1990-10-01,0.001,0.025,Oct
1990-10-02,0.000,0.000,Oct
1990-10-03,0.000,0.025,Oct
1990-10-04,0.025,0.000,Oct
1990-10-05,0.096,0.000,Oct
1990-10-06,0.001,0.000,Oct
1990-10-07,0.001,0.000,Oct
1990-10-08,0.051,0.051,Oct
1990-10-09,0.000,0.000,Oct
1990-10-10,0.003,0.000,Oct
1990-10-11,0.017,0.025,Oct
1990-10-12,0.187,0.229,Oct
1990-10-13,0.000,0.000,Oct
1990-10-14,0.021,0.000,Oct
1990-10-15,0.001,0.025,Oct
1990-10-16,0.002,0.025,Oct
1990-10-17,0.000,0.025,Oct
1990-10-18,0.000,0.000,Oct
1990-10-19,0.050,0.000,Oct
1990-10-20,0.000,0.000,Oct
1990-10-21,0.000,0.000,Oct
1990-10-22,0.000,0.000,Oct
1990-10-23,0.006,0.025,Oct
1990-10-24,0.121,0.254,Oct
1990-10-25,0.032,0.025,Oct
1990-10-26,0.000,0.000,Oct
1990-10-27,0.000,0.000,Oct
1990-10-28,0.000,0.025,Oct
1990-10-29,0.000,0.152,Oct
1990-10-30,0.036,0.051,Oct
1990-10-31,0.007,0.025,Oct
1990-11-01,0.015,0.025,Nov
1990-11-02,0.022,0.051,Nov
1990-11-03,0.124,0.432,Nov
1990-11-04,0.397,1.118,Nov
1990-11-05,0.351,0.483,Nov
1990-11-06,0.082,0.000,Nov
1990-11-07,0.042,0.051,Nov
1990-11-08,0.007,0.025,Nov
1990-11-09,0.000,0.000,Nov
1990-11-10,0.000,0.000,Nov
1990-11-11,0.000,0.000,Nov
1990-11-12,0.000,0.000,Nov
1990-11-13,0.050,0.178,Nov
1990-11-14,0.040,0.076,Nov
1990-11-15,0.018,0.025,Nov
1990-11-16,0.002,0.152,Nov
1990-11-17,0.160,0.356,Nov
1990-11-18,0.063,0.076,Nov
1990-11-19,0.059,0.051,Nov
1990-11-20,0.107,0.203,Nov
1990-11-21,0.024,0.025,Nov
1990-11-22,0.001,0.025,Nov
1990-11-23,0.000,0.025,Nov
1990-11-24,0.050,0.025,Nov
1990-11-25,0.043,0.229,Nov
1990-11-26,0.113,0.178,Nov
1990-11-27,0.036,0.025,Nov
1990-11-28,0.037,0.152,Nov
1990-11-29,0.001,0.025,Nov
1990-11-30,0.002,0.000,Nov
1990-12-01,0.000,0.000,Dec
1990-12-02,0.000,0.000,Dec
1990-12-03,0.000,0.000,Dec
1990-12-04,0.000,0.000,Dec
1990-12-05,0.067,0.025,Dec
1990-12-06,0.050,0.025,Dec
1990-12-07,0.054,0.102,Dec
1990-12-08,0.068,0.178,Dec
1990-12-09,0.029,0.102,Dec
1990-12-10,0.003,0.000,Dec
1990-12-11,0.002,0.025,Dec
1990-12-12,0.041,0.025,Dec
1990-12-13,0.101,0.178,Dec
1990-12-14,0.015,0.025,Dec
1990-12-15,0.016,0.025,Dec
1990-12-16,0.003,0.025,Dec
1990-12-17,0.050,0.102,Dec
1990-12-18,0.004,0.025,Dec
1990-12-19,0.028,0.000,Dec
1990-12-20,0.478,1.194,Dec
1990-12-21,0.267,0.838,Dec
1990-12-22,0.187,0.432,Dec
1990-12-23,0.156,0.330,Dec
1990-12-24,0.371,0.635,Dec
1990-12-25,0.260,0.432,Dec
1990-12-26,0.005,0.025,Dec
1990-12-27,0.057,0.330,Dec
1990-12-28,1.451,2.388,Dec
1990-12-29,0.160,0.229,Dec
1990-12-30,0.000,0.025,Dec
1990-12-31,0.000,0.025,Dec
